comment,token
오늘 회사에서 너무 힘들고지치고자신에게 짜증만냈는데감사해요 때마침 좋은 노래 감사해요🧡,"['오늘', '회사', '자신', '짜증', '때마침', '노래']"
너무 좋아요 엉엉,['엉엉']
날짜개념 잊고 있다가 어제 친한 친구 생일이었는데 축하를 못해줘서 너무 미안해요 진짜로  그래서 엄청 우울해하고 있었는데 이거 듣고 좀 나아졌어요 감사합니다,"['날짜', '개념', '어제', '친구', '생일', '축하', '진짜', '거', '좀']"
처음으로 댓글 달아보는데 안달고는 견딜수가 없었다 와진짜 너무 좋아 마음치유되는느낌쓰♡사랑합니데이♡,"['처음', '댓글', '달', '진짜', '마음', '치유', '느낌', '사랑']"
처음 딱 듣는 순간 부터 힐링이네요 언니 사랑해요,"['처음', '순간', '부터', '힐링', '요', '언니', '사랑']"
저 카페하는데 효진님 플레이리스트 틀어놓고있어요🤗🤗 넘나 취향저격,"['저', '카페', '효진', '플레이', '리스트', '취향', '저격']"
몇 번째 반복재생중인지 모르겠어요 오늘 정말 힘들었는데 감사해요 효진님✨ 재생목록에 저장해서 두고두고 들어야겠어요,"['몇', '반복', '재생', '오늘', '정말', '효진', '재생', '목록', '저장', '두고두고']"
취향저격당햇어요 너므 좋네요,"['취향', '저격', '햇', '너므']"
사랑해요 언니 🥰❤️,"['사랑', '언니']"
새벽에 따뜻한 위로가 되어요 고마워요✨,"['새벽', '위로']"
진짜 필요했는데,['진짜']
외롭다 외로워요 정말 말도 안되게 외로워요,"['외로워', '정말', '말', '외로워']"
너무 힘들어요 스트레스 너무너무 받고 너무 예민해쟈이엉요 맨날 울어요 엉엉엉,"['스트레스', '쟈', '이엉']"
미쳤다 개조아,['개조']
제목 올려주시면 감사해요,['제목']
킿,['킿']
이분은 진짜 기부천사시네,"['이분', '진짜', '기부', '사시']"
헐 진짜 감사해요,['진짜']
이거 찾았는데 없어서 놀라짜나여,['거']
와 내 싸클 플레이리스트에 있던거 거꾸로 그대로 가져옴 찐짜개똑같네,"['내', '플레이', '리스트', '거꾸로', '그대로', '짜개']"
와 팔초전 미쳐버렸다아아라각,"['팔초', '전', '각']"
인생 최고 힘든 3월 이네요 몸도 생각도 엉망  내 눈 촉촉,"['인생', '최고', '몸', '생각', '엉망', '내', '눈', '촉촉']"
효진님 고마워요 정말 위로가 되네요^^,"['효진', '정말', '위로']"
고마워요 이거 듣고 자려고 노력해볼게용 불면증있어서 ,"['거', '노력', '용', '불면증']"
계속 유튜브새끼가 우리언니 플레이리스트 내려서 혹시 다시 못볼까봐 걱정햇는데 계속해서 올려주는 언니는 정말 사랑 ,"['계속', '유튜브', '새끼', '우리', '플레이', '리스트', '혹시', '다시', '걱정', '햇', '계속', '언니', '정말', '사랑']"
노래듣는 효진언니가 왔군요 역시나 언니 갬성 짱짱인거 아시죠 ❤❤,"['노래', '효진', '역시', '언니', '성', '짱짱', '아시']"
헐 저번꺼 엄청 노래 찾았는데 얼른 저장해야지,"['저번', '노래', '얼른', '저장']"
❤️,[]
유튜브 이것도 지우기만 해봐 아주 그냥 속상하지요,"['유튜브', '것', '아주', '그냥']"
찢었r  ☆☆☆⭐,[]
왜 마지막 노래는 찾아도 없는거지,"['왜', '마지막', '노래']"
오늘 밤 난 갬성폭발,"['오늘', '밤', '난', '폭발']"
해외에서 돌아와서 2주동안 자가격리중이에요 인터넷으로만 사람들과 얘기하다보니 문득 사람의 온기가 그리워지더라고요 갑자기 우울해져서 오랜만에 언니 플레이리스트 들어용 화이팅할게요><,"['해외', '동안', '자가', '격리', '인터넷', '사람', '얘기', '문득', '사람', '온기', '갑자기', '만', '언니', '플레이', '리스트', '화이팅']"
사랑해요 선생님,"['사랑', '선생님']"
아 요즘 아무리 울 것 같아도 나오지 않는 눈물에 잘됐다 싶었는데 효진님 플리에 무너지고 말았습니다,"['요즘', '울', '것', '눈물', '효진', '플리']"
놀러와주세요♥️♥️♥️♥️♥️,['놀러와']
일등이에오 🤍,"['일등', '오']"
오늘 지훈오빠 삼우제 다녀오고 정신이 없었는데 한결 정리되네요 감사해요,"['오늘', '지훈', '삼우제', '정신', '한결', '정리']"
노래 넘 취향저격이예요 퇴근하면서 듣습니다,"['노래', '취향', '저격', '퇴근']"
35:00,[]
35:00,[]
35:00,[]
영어 해석해서 올려주실수 있나요,"['영어', '해석']"
좋은 노래들로  마음까지 위로해주는 뷰티유투버는 언니밖에 없어요사랑해요효진님♡♡,"['노래', '마음', '위로', '뷰티', '유투', '버', '언니', '사랑', '해', '효진']"
언니두 사운드클라우드 계정생성하는거 어때요 그럼저 맨날들가서 들을꺼같은뎀 그리구언니가 항상 올리는영상들 다 제게 힘이되고있어용항상 효진언니한테 외로받는중,"['언니', '사운드클라우드', '계정', '생', '뎀', '언니', '항상', '영상', '제', '힘', '항상', '효진', '외로', '중']"
여기있는분들 다 행복해져라,['분']
35:00,[]
오늘 위로 받고 가요힘내볼께요,"['오늘', '위로', '가요']"
35:00,[]
35:00,[]
35:00,[]
35:00,[]
35:00,[]
35:00,[]
35:00,[]
35:00,[]
첫번째 팝송 제목 아시는분있나요,"['첫', '팝송', '제목', '아시']"
위로가되는노래감사드립니다^^,"['위로', '노래', '감사']"
언니 진자 일자뱅 완전 잘어울리는거 알죠 완전 부러운거 알죠,"['언니', '진자', '일자', '뱅', '완전', '알', '완전', '알']"
진짜 이 언니는 화장을 어떻게 하느냐 머리를 어떻게 하느냐에 따라서 이미지가 싹싹 바뀌는데 또 그게 다 잘어울려 부러워유,"['진짜', '이', '언니', '화장', '머리', '따라서', '이미지', '싹싹', '또', '그게', '유']"
여기도 슬슬 영어 댓글이 뭔가 기분이 좋으면서도 영어댓글들만 배댓 될꺼란거에 쫌 음아쉽다 아무튼 언니 너무 예뻐영 ,"['여기', '슬슬', '영어', '댓글', '뭔가', '기분', '영어', '댓글', '배댓', '거', '쫌', '음', '언니', '영']"
There's no subtitles but I'm still watching ,[]
The magic of make up She literally looked 5 years younger Wow,[]
00:23 갑자기 장르 바뀌는 거 개웃기네 ,"['갑자기', '장르', '거', '기네']"
This is what you called catfishing y'all,[]
unni wat is 렌즈 :: 렌시스 루나 그레이 I was wondering if it is brand of contacts you are wearing  I want to buy them :(,"['렌즈', '렌', '시스', '루나', '그레이']"
피부관리하시는 법 유튜브에 올려주실 수 있나요 언니 피부가 너무 부러워요 저는 여드름이랑 모공 각질 등등 너무 많아요,"['피부관리', '법', '유튜브', '수', '언니', '피부', '저', '여드름', '모공', '각질', '등등']"
언니 언니가발 따라서 매번 이미지가 확확 바뀌는 게 너무 잼써여 그래서 말인데 혹옥시 지금까지 사용했던 가발정보 영상은 어떠실까여 따라하고 싶어요♥,"['언니', '언니', '가발', '따라서', '매번', '이미지', '게', '잼', '말', '혹옥시', '지금', '사용', '가발', '정보', '영상', '여']"
Wow  So beautiful ❤️,[]
She’s so pretty like whatttt 🥺🥺,[]
미쳤다 미쳤어 언니 청순이 사람으로 태어난다면 이런 모습이지 않을까요 청순빛깔 조효진 아니냐믄서 언니  백만년동안 유튜바 해주세요,"['언니', '청순', '사람', '모습', '청순', '빛깔', '조효진', '언니', '만년', '동안', '유', '튜바']"
원래 댓글 진짜 안쓰는뎈 전 구독한지 얼마 안됐지만 3개 영상보고 아 진심 이 언니한테 메이크업 받아보고 싶다 라는 생각이 계속 드네요 존경합니다 저도 언니처럼 이쁘게 잘하고 싶어요 제 소원이 언니한테 한번 메이크업 받아보는거예요 🤪 앞으로 더 좋은 영상 제작해주세요 감사합니다❤,"['원래', '댓글', '진짜', '뎈', '전', '구독', '한지', '얼마', '개', '영상', '보고', '진심', '이', '언니', '메이크업', '보고', '생각', '계속', '드네', '존경', '저', '언니', '제', '소원', '언니', '한번', '메이크업', '앞', '더', '영상', '제작']"
앞머리 진짜 찰떡  진짜 이뻐여 목소리도 좋고 넘 재밌어요 참고도 많이 하고 있습니다,"['앞머리', '진짜', '찰떡', '진짜', '목소리', '참고']"
효진님 가발 정보도 부탁드려요,"['효진', '가발', '정보']"
아 진짜 이게 뭐예요 사랑해요 정말로 진짜 이러시면 어떡해요 너무 사랑스럽잖아요 언니 사랑해요,"['진짜', '이', '뭐', '사랑', '진짜', '러시', '언니', '사랑']"
이언냐 처음보는데 인트로 노래 내가 짱짱 좋아하는 노래네요 여기서 센스 인정 이마 탁치고 구독하고가요❤❤,"['이언', '처음', '인트', '노래', '내', '짱짱', '여기', '센스', '인정', '이마', '탁', '구독']"
헐랭구 벌랭구 피부표현 무슨일❤,"['헐랭구', '벌랭구', '피부', '표현', '일']"
hey man I like what you are doing here MtYe,[]
아니 이 언닠 볼때마다 진짜 매력 쪄러부러예쁜척 찰칵찰칵 포즈잡고 갑자기 경상도 화장쟁이  이래서 너무 조아,"['이', '언닠', '볼때', '진짜', '매력', '부러', '척', '포즈', '잡고', '갑자기', '경상도', '화장']"
0:24 오호 하고 보다가 갑자기 반갑,['갑자기']
일자뱅도 넘 잘어울리는 효진씨 오늘 뽀쏭한 피부표현도 넘 이쁘네요 스킨푸드쿠션 사봐야겠어요,"['일자', '뱅', '효진', '오늘', '뽀쏭', '피부', '표현', '스킨푸드', '쿠션']"
쌩얼도 예뿌고 화장한것도 예쁘고 오늘도 좋은정보 잘 얻어가용🤟 우리 효진엉니 행복한 일만 있으시길🤍,"['쌩', '예뿌', '화장', '것', '오늘', '정보', '우리', '효진', '니', '일만']"
언니 내가 언니 일자뱅 좋아하는 거 어떻게 알구 너무 임브다,"['언니', '내', '언니', '일자', '뱅', '거', '알구', '임브']"
Hye huojin could u pls show us how u take care of yr skin it’s soooo fresh and glowing ,[]
매일 기다려지는 효진쓰,"['매일', '효진']"
basically can't understand anything but still watches,[]
와 언니 너무 예쁜데요 천사야 렌시스 착용감 어떠신가요 알려주세요 너무 예뻐서 사고싶어,"['언니', '천사', '렌', '시스', '착용', '감', '가요']"
렌즈 모에영,"['렌즈', '모에', '영']"
헐 화면 새로고침했더니 영상이 떴어요 행복 얼른 보고 올게요,"['화면', '새로고침', '영상', '행복', '얼른', '보고']"
헐 뭐야 울 언니 왜 이렇게 청순해  언니 일자뱅 진짜 잘 어울려여 ,"['뭐', '울', '언니', '왜', '언니', '일자', '뱅', '진짜']"
진짜 오늘 메컵 찰떡 일자뱅 찰떡 음악 찰떡  사랑해요 효진언니 ( ˃̣̣̣̣o˂̣̣̣̣ ),"['진짜', '오늘', '메컵', '찰떡', '일자', '뱅', '찰떡', '음악', '찰떡', '사랑', '효진']"
와 진짜 인형 같은거 알죠,"['진짜', '인형', '알']"
꺄일찍왔따 언니 사랑해요,"['꺄일찍왔따', '언니', '사랑']"
하 진짜 언니 존나 이뻐🤍,"['진짜', '언니', '존나']"
아 예뻐 언니 내 최애 유튜바❤️,"['언니', '내', '최애', '유', '튜바']"
헐저 오늘 일자뱅했는데 이번 딱맞는 녕상을,"['오늘', '일자', '뱅', '이번', '녕상']"
13분전 실화 이와중에 언니 겨☆랑☆씨는 깔꼼하시네요  한올한올 뽑은듯한 깔끔함오늘 메이크업 딱 요즘 하고싶은 글로우하면서도 청순한  너무 이쁘네요 현실은 뭐 마스크때문에 파우더 떡칠이지만 머 전 언니만 볼쑤있다면 만줙해여☆,"['실화', '와중', '언니', '겨', '씨', '깔꼼', '오늘', '메이크업', '요즘', '글', '로우', '현실', '뭐', '마스크', '때문', '파우더', '떡', '칠이', '머', '전', '언니', '볼', '만줙해']"
뭐야 이 언니 왜케 이뻐,"['뭐', '이', '언니', '왜케']"
언니 담엔 갈색머리나머 금발이나 아무거나 다른 머리색 여름메이쿠업 부탁드려도 될까요,"['언니', '담', '갈색', '머리', '머', '금발', '거나', '다른', '머리색', '여름', '메', '이쿠', '업', '요']"
아니 처음에 인사하는거 왤케 귀여운건데에에엑  나만 계속 돌려봤나요 0:23,"['처음', '인사', '왤케', '나', '계속']"
언니 화장 하는 것마다 이미지 완전 바뀌는 거 아시죠 대박이에요,"['언니', '화장', '것', '이미지', '완전', '거', '아시', '대박']"
언니언니만큼 일자뱅 잘 어울리는 사람 없어여,"['언니', '일자', '뱅', '사람']"
언니는 어떤 스타일링이든 너무 찰떡같이 착 달라붙어서 진짜 너무 많이 정말 완벽해요 사랑해요,"['언니', '스타', '일링', '찰떡', '착', '진짜', '정말', '사랑']"
썸넬 약간 흑발 조이서 늒힘 나만 느끼나,"['썸넬', '약간', '흑발', '조이', '늒힘', '나']"
효진님 메이크업이랑 상관없는 질문인데 인트로 보다가( 나시입고 팔들기) 겨 관리 어케 하시는지 공유해주세여 하하 제모의 계절이 오네요 ,"['효진', '메이크업', '질문', '인트', '나시', '팔', '겨', '관리', '어케', '공유', '하하', '제모', '계절']"
 사용하신제품 진짜 다 사고싶어요 너무예뻐요  렌즈 진짜 뭔가 청순청초함 개이쁨 ,"['사용', '제품', '진짜', '렌즈', '진짜', '뭔가', '청순', '개']"
진짜 다 잘어울림부럽따,['진짜']
헐 썸넬부터 너무 이뻐요,['썸넬']
파란 나시 어디꺼에용넘나 예뽀요,"['파란', '나시', '어디', '용', '예뽀']"
나 진짜 언니처럼 화장잘하고시퍼,"['나', '진짜', '언니', '화장']"
썸넬 진짜 그렇게 만들면 내가 좋아할줄 알았어요극호입니다,"['썸넬', '진짜', '내', '호']"
나 언니 영상보고 앞머리 잘랐다가 개망했어 어떠케 책임져 물론 내얼굴 잘못한거 아는데 우짜노,"['나', '언니', '영상', '보고', '앞머리', '개', '어떠케', '얼굴']"
렌즈 몰까요오늘도 이쁜 그녀효진언니,"['렌즈', '오늘', '그녀', '효진']"
진짜 조녜  언니 사랑해여,"['진짜', '녜', '언니', '사랑']"
You looked like vivi from loona in the thumbnail,[]
효진 언니 머리 긴 것도 넘무 예뻐요☺️,"['효진', '언니', '머리', '것', '무']"
아뉘 저 일자뱅으로 자른건 또 어케알고 제가 이런 청순청순한거 좋아하는건 또 어케알고 정말 언니를 안좋아 할수가 없어,"['뉘', '저', '일자', '뱅', '또', '어케알', '제', '청순', '또', '어케알', '정말', '언니']"
와나도 언니처럼 입술 이쁘고 싶다(이뻐봤자 지금시기엔 마스크때문에 보여주질 못하지만),"['와나', '언니', '입술', '지금', '시기', '마스크', '때문']"
약간 바다에 달려가야 할것 같은 메이크업이에요^^너무너무 예뻐요,"['약간', '바다', '메이크업']"
아앙우 개이뻐요 언늬 🤍,"['아앙', '개', '언늬']"
Watching even though there are no subtitles Love you ,[]
퇴근하면서 보는 효진언니 영상 힐링쓰❤,"['퇴근', '효진', '영상', '힐링']"
효진 언니 넘 예뻐요  ,"['효진', '언니']"
평소 댓글 안남기는데 썸넬 보자마자 헉햇어용 넘나 이뻐서 댓글남겨영♡,"['평소', '댓글', '썸넬', '햇', '용', '댓글', '영']"
썸넬이랑 갑자기 인사할깨 텐션 갭차이 넘 기엽뽀짝,"['썸넬', '갑자기', '인사', '깨', '텐션', '차이', '기엽뽀짝']"
오늘도 사랑해요 언니,"['오늘', '사랑', '언니']"
언니 진짜 너무 예쁘다 인트로 보고 이건 사람이 아니라 요정이다 이러고 있었어,"['언니', '진짜', '인트', '보고', '이건', '사람', '요정']"
항상 잘 보고있오요 스킨푸드는 사랑입니당 헿 love from Australia ,"['항상', '스킨푸드', '사랑']"
아 오셨어,[]
녹음해서 목소리 따로 넣어준거 되게 새롭다 근데 이것두 좋다❤ 언니 화장 언제 봐도🧡,"['녹음', '목소리', '것', '언니', '화장', '언제']"
언니 릴바레 쿠션도 써주세용리뉴얼되서 이뻐요,"['언니', '릴바레', '쿠션', '리뉴얼']"
언니 항상 볼때마다 느끼지만 항상 예뻐요 오늘도 빛나네요 빛이나 빛이나 ✨ 오늘 영상도 너무 재밌게 잘 보고 갑니다 항상 응원해요   눈 호강 하고 가요 ,"['언니', '항상', '볼때', '항상', '오늘', '빛', '빛', '오늘', '영상', '보고', '항상', '응원', '눈', '호강', '가요']"
첨에 더빙 영상인 줄 모르고 언니 복화술까지 마스터하는 줄 알았쟈나여오늘도 영상 잘봤어용❤️,"['첨', '더빙', '영상', '줄', '언니', '복화술', '마스터', '줄', '쟈', '여', '오늘', '영상']"
항상 영상보면서 느끼는데 피부가 진짜 엄청 좋으신 거 같아요,"['항상', '영상', '피부', '진짜', '거']"
효진언니 맨날 잘보구있어용 증말 메이크업방송은 효진언니거만 보고있어용피부타입도 저랑 같아서 보는데 더 좋구 무엇보다 성격 넘좋ꌩ‑ꌩ♡̣̣͚  파우더브러쉬 혹시 정보 알수있을까용,"['효진', '증말', '메이크업', '방송', '효진', '거만', '피부', '타입', '저', '더', '무엇', '성격', '파우더', '브러쉬', '혹시', '정보', '용']"
本当に綺麗かわいー🥺🥺🥺ウイッグはどこのだろ,[]
언닝가발 너무 궁금해용🥺❤️,"['닝', '가발']"
학생이 쓰기 정말 좋은것 같아요 너무 튀지도 않고 적당히 자연스럽고 근데 저희학교는 완전 금지라,"['학생', '쓰기', '정말', '것', '학교', '완전', '금지']"
아 흑발뱅 조효진 누가 말려   개이쁘잖아 ,"['흑발', '뱅', '조효진', '누가', '개']"
놀면뭐하니에 나온 이효리 메이크업 해주세요,"['뭐', '하니', '이효리', '메이크업']"
매번 스타일링이 찰떡이야 미챳서 ,"['매번', '스타', '일링', '찰떡', '미챳']"
언니는 화장을 하면 더 예뻐진다는 느낌보단 더 어려진다는 느낌이 더 센거 같아요❤️ 진짜 다른 유튜버에서는 날수 없는 느킴,"['언니', '화장', '더', '느낌', '더', '느낌', '더', '진짜', '다른', '유튜버', '날수', '느킴']"
아 진짜 너무 이뻐요❤❤❤,['진짜']
아 진짜 너무 예쁘다,['진짜']
영상 이렇게 자주 올려주시면 전 너무 행복합니다🥰언니최고❤,"['영상', '자주', '전', '언니', '최고']"
피부 착색 관리 법 좀 알려주세요 입술이랑 입 주위 눈 주위가 착색되어서 고민이에요 알아보니 손으로 많이 만지고 화장을 하면서 착색된거라 하는데 오히려 뷰튜버 분들이 피부가 착색이 없고 좋더라고요,"['피부', '착색', '관리', '법', '좀', '입술', '입', '주위', '눈', '주위', '착색', '고민', '손', '지고', '화장', '착색', '된거', '오히려', '뷰튜버', '분', '피부', '착색']"
아니 효진님은 크게 화장 찐한 것도 없는데 전후 차이가 크게 날까 매번 궁굼해 코덕들 답을 얼료줘,"['효진', '크게', '화장', '것', '전후', '차이', '크게', '매번', '궁굼해', '코덕', '답', '얼료']"
효진님 메이크업 보고나서 완성된걸 보면 난왜 새로운 쿠션 스티커 땔때 그 머라해야되지 아 그 느낌잇는데   난왜 왠쪽눈썹 왠손으로 그리는거지   다른사람들은 왠쪽도 오른쫀으로 그리든데,"['효진', '메이크업', '완성', '걸', '난왜', '쿠션', '스티커', '땔때', '그', '머', '그', '느낌', '난왜', '쪽', '눈썹', '손', '다른사람', '쪽', '쫀', '데']"
지하철에서 보니까 덜컹덜컹 거리는게 언니가 지하철에서 화장하는 개고수처럼 보여요,"['지하철', '보', '거리', '게', '언니', '지하철', '화장']"
와 진짜 일자뱅 너무 잘어울려요예뻐요❣️❣️❣️,"['진짜', '일자', '뱅']"
아 영상 넘 짧아서 아쉬워요 언니  더 더 길게 티엠아이 가지는 메컵도 얼렁 올려주세용❤️,"['영상', '언니', '더', '더', '티엠', '아이', '메컵', '얼렁']"
언니는 오늘도 아름답네여 ,"['언니', '오늘', '여']"
머선일이야 얼굴광 대박스 콧볼 옆 팔자주름 시작 지점 차올라 보이고 싶은 한사람으로서 부럽네요,"['머선', '일이', '얼굴', '광', '박스', '콧볼', '옆', '팔자주름', '시작', '지점', '보이', '사람']"
와 진짜 예쁘다,['진짜']
언뉘 시간 되신다면 세로컷 모음집 or 자연광 모음집 해주세요  언니 세로컷만 보면 진짜 육성으로 와 하게 되는 것 같아요 ,"['뉘', '시간', '세로', '컷', '모음', '집', '자연', '광', '모음', '집', '언니', '세로', '컷', '진짜', '육성', '것']"
2뿌다,['뿌']
헉조회수없데 이건첨보넹,"['회수', '이건', '첨보넹']"
영상 너무 짧아 언니를 오랫동안 볼수없어 무한반복이다 ,"['영상', '언니', '무한', '반복']"
와우 앞머리 당장 박제해,"['와우', '앞머리', '당장', '박제']"
언니 진자 너무 이뻐요 언니 사랑해요♥️♥️,"['언니', '진자', '언니', '사랑']"
언니 입술 너무예뻐요,"['언니', '입술']"
저 진짜 인스타도 팔로우하고 지금 존버타다가 이렇게 댓글 남겨요 홍홍 효진님 덕분에 구입한 메이크업 제품만 세어봐도 12개가 넘는다는  오늘 영상도 재밌게 볼께용 사랑하구 흥하셍용,"['저', '진짜', '인스타', '팔로우', '지금', '존버타다', '댓글', '홍홍', '효진', '덕분', '구입', '메이크업', '제품', '개', '오늘', '영상', '사랑', '흥하셍용']"
썸네일봤을 땐 크작렬입 열면 부산 아가씨 줌마완전 냐스턀 ♡♡,"['썸네일', '땐', '작렬', '입', '부산', '아가씨', '줌마', '완전', '냐스턀']"
언니 이 메이크업 완전 취처 ⭐️🥺🥰❤️,"['언니', '이', '메이크업', '완전', '취처']"
오늘 올리브영에서 배달와서 스킨푸드 쿠션 왔는데 건성인데  모르고 샀네요띠로리 ,"['오늘', '올리브영', '배달', '스킨푸드', '쿠션', '건성', '띠', '로리']"
밀크터치쿠션 써주세요,"['밀크', '터치', '쿠션']"
나 울어 ,['나']
언니 저 언니한테 영업당해서 보타니티 세트 바로 구매쓰 해버렸자나여 진짜 딱 여름템 어쩔겨,"['언니', '저', '언니', '영업', '보', '티', '세트', '바로', '구매', '해', '나', '진짜', '여름', '템', '겨']"
이거이거 완전 학생 메이크업 아니냐구 🤍🤍,"['완전', '학생', '메이크업']"
앞머리 스타일링 영상 보구시퍼요,"['앞머리', '스타', '일링', '영상']"
언니 개이뻐,"['언니', '개']"
,[]
언니 오늘 레전드  너무 예뻐,"['언니', '오늘', '레전드']"
피부 왤케 좋아요 코모공 다 어디갔어요무슨 관리를 받길래 넘나 부럽,"['피부', '왤케', '코', '모공', '어디', '무슨', '관리']"
헐랭 ,['헐랭']
언니 너무 이뻐❤️,['언니']
언니 파우더브러쉬 뭐써요 너무 보들보들 푸슝푸슝해요,"['언니', '파우더', '브러쉬', '뭐', '푸슝푸슝해']"
어째서 언니는 코옆끼임이 없는 거죠,"['어째서', '언니', '코옆끼임', '거']"
언니 한번 가발 추천 영상 찍어주세용 ,"['언니', '한번', '가발', '추천', '영상']"
방금 까지 언니랑 쨔미스 언니들 브이로그 보다가 왔는데 언니의 메이크업 영상 올라와서 저는 행복합니다❤️,"['방금', '언니', '쨔', '미스', '언니', '브이', '로그', '언니', '메이크업', '영상', '저']"
와 사람이 억덕케 이렇게 옉브냐 진작,"['사람', '억덕케', '옉브', '진작']"
증명사진 메컵해주세요,"['증명사진', '메컵']"
언니 저 언니 인스타보고 마몽드에서 체험하는 크림 신청해서 써보고 있는데 요즘 마스크 때문에 얼굴에 홍조있는 것 마냥 그랬었는데 크림 쓰면서 진짜로 별로 안썼는데도 효과가 있더라구요 언니 덕분에 좋은 제품 만나서 너무 감사하구 좋은 것 같아요( 다쓰면 크림사러 갑니다 총총),"['언니', '저', '언니', '인스타', '보고', '마몽드', '체험', '크림', '신청', '보고', '요즘', '마스크', '때문', '얼굴', '홍조', '것', '마냥', '크림', '진짜', '별로', '효과', '언니', '덕분', '제품', '것', '크림', '총총']"
이분 영상은 인트로는 항상 무표정에다가 도도한 느낌인데 인트로 끝나자마자 경상도 화장쟁이 조효진임니다 라고 하는거 너무웃김,"['이분', '영상', '인트', '항상', '무표정', '느낌', '인트', '경상도', '화장', '조효진']"
음 요즘에 마스크땜에 화장 안하니깐 왜이렇게 화장하고싶지 미취겠넼,"['음', '요즘', '마스크', '땜', '화장', '왜', '화장', '미취', '겠넼']"
아진짜 너무 예뻐요,['진짜']
인트로 영상 아는 노래 나와서 기분 좋다 ^_^ 오늘도 미모 열일하시네요 썸네일 넘모 사랑스러우,"['인트', '영상', '노래', '기분', '오늘', '미모', '일', '썸네일', '모']"
매번 영상 때마다 어떻게 점점 예뻐지시는지❣❣,"['매번', '영상', '때', '점점']"
언니 너무 청량해서 오늘 겨울 이불 덮고 잘거야 올 여름 이 영상으로 존버한다,"['언니', '오늘', '겨울', '이불', '여름', '이', '영상', '존버한다']"
언니 너무 예뻐요 진짜 닮고싶다,"['언니', '진짜']"
어쩜 이언니는 청순메이크업도 잘어울릴까안어울리는게 모야,"['어쩜', '언니', '청순', '메이크업', '안', '모야']"
OMG BE MY FAV FOREVERKSSKSKSKS,[]
스킨푸드 추억의 토마토 선크림 아는 분🤚,"['스킨푸드', '추억', '토마토', '선크림', '분']"
언니 일자뱅 갑쉬댜 ,"['언니', '일자', '뱅', '갑쉬댜']"
포렌코즈  롱래스팅 워터프루프 아이라이너 보시면  뒤에 지베르니랑 같은 삼각존 붓이 내장되어있어요 저도 같은거 찾다가 전에 사은품으로 받은걸 확인해보니 똑같더라구요  근데 혹시 저것도 단종된건 아니겠죵,"['포렌코즈', '롱', '스팅', '워터', '프루프', '아이라이너', '보시', '뒤', '지베르니', '삼각', '존', '붓', '내장', '저', '전', '사은', '품', '확인', '혹시', '것', '단종', '죵']"
가발 정보도 부탁드려요,"['가발', '정보']"
분위기 오졌다,['분위기']
언니 에스쁘아 비실크 쿠션 리뷰 해주세용 ,"['언니', '에스쁘', '비', '실크', '쿠션', '리뷰']"
아니 근데 직접 말 안하고 인사하면서 목소리는 나오니까 되게 구명조끼 입는 법 알려주는 승무원 같아여 언네,"['직접', '말', '안', '인사', '목소리', '구명조끼', '법', '승무원', '네']"
너무 예쁜 거 아닙니까,['거']
헐 언니  나 이런거 찾고있는거어떻게알고사랑해요언니❤️,"['언니', '나', '알', '사랑', '해', '언니']"
아 언니 그냥 겁나 맘에 들어  최고얌,"['언니', '그냥', '맘', '최고', '얌']"
아휴 이쁘당 언니 아휴참❣,['언니']
사랑해용🤍,['사랑']
언니 여름이 오고 있는데 오렌지 메이크업 또 안하시나여  언니 오렌지 메이크업 옛날꺼 한개밖에 못찾아서 슬퍼여,"['언니', '여름', '오렌지', '메이크업', '또', '언니', '오렌지', '메이크업', '옛날', '개']"
여쿨울어요 완져누,"['쿨', '완져누']"
하나만 꼽자면 여긴 인트로 맛집이라구여 언니,"['하나', '꼽자', '인트', '맛집', '언니']"
기다렸어요 효진님 영상 올리실때 잘보고있어요 ^^ 영상볼때 재밌어요,"['효진', '영상', '때', '영상', '볼때']"
언니  살빠졌죠  원래도 이뻤는데 더 갸름해진가 같아욤 🤍,"['언니', '원래', '더', '같아욤']"
3분전 업뎃이라 조회수없음인데 좋아요102개언니클라쓰,"['업뎃', '회수', '음', '개']"
anyone know where her wig is from,[]
레전드🤍❤️,['레전드']
언니 가발 어디 제품인지 알 수 있을까요,"['언니', '가발', '어디', '제품', '알', '수']"
언닝 퍼스널컬러 진단 받아보시는거 찍어주시면 안되용><,"['언닝', '퍼스', '널', '컬러', '진단']"
대박 머리도화장도찰떡이에요♡♡,"['대박', '머리', '화장', '찰떡']"
언니 옴걸 유아 메이크업 데제발요,"['언니', '옴걸', '유아', '메이크업', '데', '제발']"
온니 지베르니 파데하고 에스쁘아 비실크 파데 비교해주세요 ❤️,"['온', '지베르', '에스쁘', '비', '실크', '비교']"
뭐야 언니 나 낮잠 잘 동안 올리는게 어디쒀,"['뭐', '언니', '나', '낮잠', '동안', '어디']"
